  id   |                           character                           | order_of_appearance | movie_id | person_ext_id 
         |       |                                                                                                                                                                                                                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    | Since 2016, Momoa portrays Arthur Curry / Aquaman in the DC Extended Universe (DCEU), headlining the eponymous 2018 film and its 2023 sequel. Momoa also played Duncan Idaho in the 2021 film adaptation of the science fiction novel Dune.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    | Description above from the Wikipedia article Jason Momoa, licensed under CC-BY-SA, full list of contributors on Wikipedia.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
 1784322 | false | {}                                                                                                                                                                                                                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |            |            |      0 |                                                                        |            | Acting               | Ollie Mitchell              | USA                                                                           |      1.223 | 
   73457 | false | {クリス・プラット,"کریس پرت","כריס פראט",克里斯·普瑞特}                                                                                                                                                            | Christopher Michael Pratt (born 21 June 1979) is an American actor, known for starring in both television and action films. He rose to prominence for his television roles, particularly in the NBC sitcom Parks and Recreation (2009–2015), for which he received critical acclaim and was nominated for the Critics' Choice Television Award for Best Supporting Actor in a Comedy Series in 2013. He also starred earlier in his career as Bright Abbott in The WB drama series Everwood (2002–2006) and had roles in Wanted (2008), Jennifer's Body (2009), Moneyball (2011), The Five-Year Engagement (2012), Zero Dark Thirty (2013), Delivery Man (2013), and Her (2013).                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 +| 1979-06-21 |            |      2 |                                                                        | nm0695435  | Acting               | Chris Pratt                 | Virginia, Minnesota, USA                                                      |     43.931 | /83o3koL82jt30EJ0rz4Bnzrt2dd.jpg
         |       |                                                                                                                                                                                                                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    | Pratt achieved leading man status in 2014, starring in two critically and commercially successful films: The Lego Movie as Emmet Brickowski, and Marvel Studios' Guardians of the Galaxy as Star-Lord. He starred in Jurassic World (2015) and Jurassic World: Fallen Kingdom (2018), and he reprised his Marvel role in Guardians of the Galaxy Vol. 2 (2017), Avengers: Infinity War (2018), Avengers: Endgame (2019), and the planned Guardians of the Galaxy Vol. 3. Meanwhile, in 2016 he was part of an ensemble cast in The Magnificent Seven and the male lead in Passengers.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    | Description above is from the Wikipedia article Chris Pratt, licensed under CC-BY-SA, full list of contributors on Wikipedia.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
   95101 | false | {"Charles Peckham Day",查理·戴饰,"찰리 데이"}                                                                                                                                                                      | Charlie Day is an American television and film actor, from Middletown, Rhode Island, best known for playing Charlie Kelly on It's Always Sunny in Philadelphia.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  +| 1976-02-09 |            |      2 |                                                                        | nm0206359  | Acting               | Charlie Day                 | New York City, New York, USA                                                  |     20.147 | /c0HNhjChGybnHa4eoLyqO4dDu1j.jpg
         |       |                                                                                                                                                                                                                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    | Besides playing Charlie Kelly on the hit FX television series It's Always Sunny in Philadelphia, he is also the show's executive producer and one of its writers. He has also appeared on several other television shows such as Third Watch, Law & Order, and Reno 911!.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    | He appeared in New Line Cinema's Horrible Bosses in July 2011, opposite Jason Bateman, Jason Sudeikis, Kevin Spacey, Jennifer Aniston, Colin Farrell, and Jamie Foxx. He also had a role in the 2010 film Going the Distance, alongside Justin Long, Jason Sudeikis, and Drew Barrymore. In 2013, he voiced a character named Art in the Pixar animated film Monsters University and appeared in Guillermo del Toro's film Pacific Rim.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    | Day hosted the November 5, 2011 episode of Saturday Night Live (SNL) with Maroon 5 as the musical guest. He was the second cast member from It's Always Sunny in Philadelphia to host SNL (after Danny DeVito, though DeVito hosted SNL before It's Always Sunny in Philadelphia premiered). DeVito made a special appearance during Day's opening monologue.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
  198150 | false | {"Айк Баринхолц"}                                                                                                                                                                                                  | Isaac "Ike" Barinholtz, born February 18, 1977, is an American actor, comedian, voice actor and writer, known as a cast member on MADtv (1995), from 2002-2007, and for his roles on The Mindy Project (2012) and Eastbound & Down (2009). He spent two years in Amsterdam with the famed comedy troupe, "Boom Chicago", along with Jordan Peele, Josh Meyers and Nicole Parker. Barinholtz hosted the "Worst of Boom Night", during a 10-year anniversary of the improve troupe, "Boom Chicago", where they performed their worst material from previous shows.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | 1977-02-18 |            |      2 |                                                                        | nm0054697  | Acting               | Ike Barinholtz              | Chicago, Illinois, USA                                                        |     22.383 | /pxK1HXsQFfh3zT1KA3t6lEKMiZK.jpg
   62863 | false | {"The Lonely Island","Jorma Christopher Taccone",喬馬塔昆}                                                                                                                                                         | Jorma Christopher Taccone (pronounced yorma tuh-cone-nee) (born March 19, 1977) is an American comedy writer-actor-director. Taccone is one third of the sketch comedy troupe The Lonely Island along with childhood friends Andy Samberg and Akiva Schaffer. He most recently co-wrote and directed the SNL spin-off film MacGruber.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | 1977-03-19 |            |      2 |                                                                        | nm1672246  | Acting               | Jorma Taccone               | Berkeley, California, USA                                                     |     22.568 | /x7x4NvDauuQ7HA6psLZYZ6m3zTd.jpg
 1440936 | false | {"Kim Westi Rasmussen"}                                                                                                                                                                                            |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |            |            |      0 |                                                                        |            | Acting               | Kim Westi Rasmussen         |                                                                               |       0.27 | 
   17039 | false | {尼克·奥弗曼}                                                                                                                                                                                                      | Nicholas Offerman (born June 26, 1970) is an American actor, writer, comedian, producer, and woodworker. He is best known for his role as Ron Swanson in the NBC sitcom Parks and Recreation, for which he received the Television Critics Association Award for Individual Achievement in Comedy and was twice nominated for the Critics' Choice Television Award for Best Supporting Actor in a Comedy Series. Offerman is also known for his role in The Founder, in which he portrays Richard McDonald, one of the brothers who developed the fast food chain McDonald's. His first major television role since the end of Parks and Recreation was as Karl Weathers in the FX series Fargo, for which he received a Critics' Choice Television Award nomination for Best Supporting Actor in a Movie/Miniseries. Since 2018, Offerman has co-hosted the NBC reality competition series, Making It, with Amy Poehler.                                                                                                                                                                                                                                                                                                                                                                                         | 1970-06-26 |            |      2 | https://nickofferman.co/                                               | nm0644406  | Acting               | Nick Offerman               | Joliet, Illinois, USA                                                         |     28.168 | /zhmWZEJkzqgkIbSqZmFtUm0AwUV.jpg
    9281 | false | {"Ελίζαμπεθ Μίτσελ","엘리자베스 뱅크스","Elizabeth Casey","Elizabeth Irene Mitchell","Elizabeth Mitchell"}                                                                                                         | Elizabeth Banks (born February 10, 1974) is an American actress, producer and director. She is known for playing Effie Trinket in The Hunger Games film series (2012–2015) and Gail Abernathy-McKadden in the Pitch Perfect film series (2012–2017). She made her directorial film debut with Pitch Perfect 2 (2015), whose $69 million opening-weekend gross set a record for a first-time director. She went on to direct, write, produce, and star in the action comedy film Charlie's Angels (2019). She also directed and produced the horror comedy film Cocaine Bear (2023). Banks founded the film and television production company Brownstone Productions in October 2002, with her husband Max Handelman.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             +| 1974-02-10 |            |      1 | http://elizabethbanks.com                                              | nm0006969  | Acting               | Elizabeth Banks             | Pittsfield, Massachusetts, USA                                                |     32.365 | /szqEXmC0oAqRnN7zt1XAsbHpJfW.jpg
         |       |                                                                                                                                                                                                                    |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  +|            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
         |       |                                                                                                                                                                                                                    | Banks made her film debut in the low-budget independent film Surrender Dorothy (1998). She has appeared in the films Wet Hot American Summer (2001), Sam Raimi's Spider-Man trilogy (2002–2007), The 40-Year-Old Virgin (2005), Invincible (2006), Zack and Miri Make a Porno (2008), Role Models (2008), The Next Three Days (2010), Man on a Ledge (2012), Movie 43 (2013), The Lego Movie (2014) and its 2019 sequel, Love & Mercy (2014), Walk of Shame (2014), Magic Mike XXL (2015), Power Rangers (2017), and The Beanie Bubble (2023).                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |            |            |        |                                                                        |            |                      |                             |                                                                               |            | 
   77667 | false | {"Oksana Akin'shina","Oksana Akinshina","Оксана Акиньшина","Oxana Alexandrowna Akinschina",オクサナ・アキンシナ}                                                                                                   | Oksana Akinshina was born in Leningrad, Russian SFSR, Soviet Union (now Saint Petersburg, Russia), where she currently lives. Her father was a car mechanic and her mother an accountant. She has a younger sister. Starting acting at age 12, Akinshina was discovered by Sergei Bodrov, Jr., and she made her screen début in the Russian crime film Sisters (2001), Bodrov's own directorial début.Her second film, Lilya 4-Ever (2001), earned her a 2002 European Film Award nomination for Best Actress. She lost, however, to the eight actresses of the film 8 Women (2002), directed by François Ozon. For her role in Lilya 4-Ever, she also received the award for Best Actress in Leading Role from the Guldbagge Awards, Sweden's national film awards.Since then Akinshina has acted in the films Het Zuiden, directed by Martin Koolhoven, and The Bourne Supremacy (2004), directed by Paul Greengrass.  From 2007 to 2010, Akinshina was married to businessman Dmitry Litvinov, with whom she has a son, Filip Litvinov, born 2 June 2009. In 2012, she remarried to film producer Archil Gelovani. On 15 January 2013, Akinshina gave birth to her second son Konstantin, and on 29 January 2017, she gave birth to a daughter.                                                                | 1987-04-19 |            |      1 |                                                                        | nm0968541  | Acting               | Oksana Akinshina            | Leningrad, Russian SFSR, USSR [now St. Petersburg, Russia]                    |     18.413 | /1j05cOkkSvoTHp6vOOLbSzGHKr1.jpg
  563558 | false | {}                                                                                                                                                                                                                 |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |            |            |      0 |                                                                        |            | Acting               | Johan Edlund                |                                                                               |      3.357 | /oazUFbSwaMKr0TWtwot6jdUV4qY.jpg
